ACCELEROMETER X (m/sÂ²),ACCELEROMETER Y (m/sÂ²),ACCELEROMETER Z (m/sÂ²),GRAVITY X (m/sÂ²),GRAVITY Y (m/sÂ²),GRAVITY Z (m/sÂ²),LINEAR ACCELERATION X (m/sÂ²),LINEAR ACCELERATION Y (m/sÂ²),LINEAR ACCELERATION Z (m/sÂ²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (Î¼T),MAGNETIC FIELD Y (Î¼T),MAGNETIC FIELD Z (Î¼T),ORIENTATION Z (azimuth Â°),ORIENTATION X (pitch Â°),ORIENTATION Y (roll Â°),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (Â°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
2.1986,7.4677,5.5229,2.9093,7.4465,5.6795,0.155,-0.276,-1.024,1.1956,0.2064,0.3954,42.1067,-33.15,-43.8,-18.6,101.91,-49.41,-27.12,2,1003.07,55.043,35.77284,-78.67794,241.94,NaN,,0,219.35483,,20-Apr,438513,2018-03-09 10:36:47:808
3.1662,8.2916,5.8774,4.2059,7.7126,4.3585,-0.7646,0.3399,1.0704,-0.9338,0.7592,-0.1026,37.7612,-42.15,-39.6,-12.45,67.13,-53.4,-48.79,2,1003.07,54.412,35.77284,-78.67794,241.94,NaN,,0,219.35483,,20-May,439011,2018-03-09 10:36:48:306
3.1902,7.0222,7.3671,3.8027,7.0801,5.6198,-0.0823,-0.215,1.2119,-0.3431,-0.0546,0.1967,43.8268,-41.55,-38.1,-20.85,79.23,-46.9,-35.17,2,1003.05,56.011,35.77284,-78.67794,241.94,NaN,,0,219.35483,,20-May,439512,2018-03-09 10:36:48:807
3.2333,7.0988,6.8593,3.5609,7.0761,5.781,-0.2968,0.0396,0.9939,-0.1088,-0.0211,-0.0121,43.7804,-38.7,-36.9,-19.8,85.16,-46.63,-31.87,2,1003.07,50.276,35.77284,-78.67794,241.94,NaN,,0,219.35483,,20-May,440012,2018-03-09 10:36:49:307
2.5818,7.2521,6.8545,3.2055,7.0353,6.0332,-0.5078,0.2416,0.7542,-0.1232,0.1547,0.0092,45.0943,-39.45,-38.1,-22.05,86.23,-46.37,-29.44,2,1003.07,47.133,35.77284,-78.67794,241.94,NaN,,0,219.35483,,20-May,440512,2018-03-09 10:36:49:807
2.2322,6.9072,7.4006,2.9509,6.7264,6.4975,-0.4546,0.1601,0.4945,-0.1881,0.0642,-0.0121,49.7138,-38.25,-36.6,-26.7,88.25,-43.31,-24.43,2,1003.05,39.544,35.77284,-78.67794,241.94,NaN,,0,219.35483,,20-May,441012,2018-03-09 10:36:50:307
2.4621,6.6438,7.2952,2.9112,6.5306,6.7117,-0.4425,0.1162,0.6686,-0.1551,-0.0264,-0.0291,50.7258,-37.65,-35.1,-29.1,85.89,-41.75,-23.45,2,1003.07,38.981,35.77284,-78.67794,241.94,NaN,,0,219.35483,,20-May,441512,2018-03-09 10:36:50:807
2.4429,6.2366,7.4677,2.7747,6.367,6.9234,-0.3415,-0.129,0.5688,-0.1162,0.0322,-0.0478,50.7258,-37.2,-35.7,-29.7,90.15,-40.84,-21.71,2,1003.07,39.684,35.77284,-78.67794,241.94,NaN,,0,219.35483,,20-May,442012,2018-03-09 10:36:51:307
2.0645,6.3995,7.5443,2.5944,6.1712,7.1663,-0.5197,0.2247,0.3643,0.0111,-0.0637,-0.0467,51.9538,-36,-34.8,-32.4,91.05,-39.04,-20.3,2,1003.08,38.311,35.77284,-78.67794,241.94,NaN,,0,219.35483,,20-May,442511,2018-03-09 10:36:51:806
2.5962,6.1217,6.9743,2.7261,6.1698,7.1185,-0.4975,0.0153,0.7297,0.0787,-0.0802,0.0023,51.4733,-35.1,-34.95,-31.05,92.77,-38.5,-19.72,2,1003.07,47.602,35.77284,-78.67794,241.94,NaN,,0,219.35483,,20-May,443011,2018-03-09 10:36:52:306
1.9879,6.5432,7.4246,2.6884,6.3312,6.9899,-0.3747,0.2021,0.1626,0.0798,2.00E-04,-0.0627,50.7723,-32.85,-36.9,-29.1,98.74,-40.21,-21.04,2,1003.07,50.729,35.77284,-78.67794,241.94,NaN,,0,219.35483,,20-May,443511,2018-03-09 10:36:52:806
2.1699,6.433,7.4294,2.7211,6.3443,6.9653,-0.2151,9.00E-04,0.4724,0.0372,-0.0413,-0.2001,48.9198,-34.8,-35.25,-28.95,93.12,-39.99,-21.69,2,1003.07,46.435,35.77284,-78.67794,241.94,NaN,,0,219.35483,,20-May,444011,2018-03-09 10:36:53:306
2.0214,6.8689,6.4091,2.9637,6.1804,7.0135,-0.8035,0.7315,-0.9351,0.9346,0.1877,-0.5042,44.8389,-36.15,-35.7,-31.05,93.95,-38.42,-24.63,2,1003.08,40.582,35.77284,-78.67794,241.94,NaN,,0,219.35483,,20-May,444512,2018-03-09 10:36:53:807
1.3939,7.1659,7.6832,2.0903,6.8331,6.7163,-0.6695,0.5064,0.7621,-0.1344,-0.011,0.2612,46.9467,-30.75,-39,-29.55,97.21,-42.85,-18.75,2,1003.06,42.161,35.77284,-78.67794,241.94,NaN,,0,219.35483,,20-May,445012,2018-03-09 10:36:54:307
2.2992,6.5624,7.5252,2.9283,6.5494,6.6859,-0.5566,-0.1179,0.888,0.5911,0.1366,-0.1234,48.0517,-36.15,-37.05,-27.75,96.18,-43.02,-21.1,2,1003.06,39.868,35.77284,-78.67794,241.94,NaN,,0,219.35483,,20-May,445512,2018-03-09 10:36:54:807
1.3364,5.8295,7.0461,1.1897,6.3983,7.336,0.5656,-0.579,-0.2089,-0.1328,0.5009,-0.8962,53.0124,-21.9,-38.4,-34.2,105.79,-40.73,-9.21,2,1003.06,41.533,35.77284,-78.67794,241.94,NaN,,0,219.35483,,20-May,446011,2018-03-09 10:36:55:306
0.1916,7.1563,8.7227,0.1686,6.4047,7.4244,1.836,0.833,5.1004,0.0393,-0.7646,-0.6933,51.4617,-13.5,-45.15,-33.9,123.29,-42.92,2.88,2,1003.06,60.848,35.77284,-78.67794,241.94,NaN,,0,219.35483,,20-May,446512,2018-03-09 10:36:55:807
0.5413,5.8582,7.4964,1.4876,7.5502,6.0789,-1.4696,-0.6684,0.068,0.4393,-1.6659,-0.9266,41.6726,-22.5,-45.6,-23.85,115.23,-50.35,-13.75,2,1003.06,59.613,35.77284,-78.67794,241.94,NaN,,0,219.35483,,20-May,447012,2018-03-09 10:36:56:307
-1.2215,5.4127,8.579,-0.8553,6.583,7.2182,-0.8969,-0.7195,0.9063,-0.014,-0.2634,-0.7892,41.3128,-3.75,-46.5,-30.6,154.3,-43.79,3.25,2,1003.07,59.01,35.77284,-78.67794,241.94,NaN,,0,219.35483,,20-May,447511,2018-03-09 10:36:56:806
-2.1603,6.8881,6.4282,-1.183,6.774,6.9917,-1.0517,0.0572,-0.3337,0.3876,-0.0355,-0.1974,43.4206,-2.1,-46.5,-30.6,152.84,-40.83,8.21,2,1003.05,55.449,35.77284,-78.67794,241.94,NaN,,0,219.35483,,20-May,448012,2018-03-09 10:36:57:307
-0.3449,7.5299,7.7647,-0.4654,7.1283,6.7187,-0.1004,0.1983,1.0403,0.0068,-0.1106,0.1088,39.9409,-6.15,-48.3,-27.9,146.87,-47.71,6.18,2,1003.05,58.906,35.77284,-78.67794,241.94,NaN,,0,219.35483,,20-May,448511,2018-03-09 10:36:57:806
-0.6467,7.2809,6.6438,-0.4602,7.1863,6.657,-0.2172,0.1061,0.0039,0.2875,0.0172,0.1238,39.5068,-6.75,-46.95,-28.35,143.08,-47.12,3.95,2,1003.04,58.336,35.77284,-78.67794,241.94,NaN,,0,219.35483,,20-May,449011,2018-03-09 10:36:58:306
-0.6514,7.3719,6.9935,-0.256,7.2212,6.6302,-0.2262,0.1588,0.3864,-0.0928,-0.0366,0.095,38.1465,-7.95,-48.45,-25.65,145.87,-47.58,2.5,2,1003.04,56.289,35.77284,-78.67794,241.94,NaN,,0,219.35483,,20-May,449511,2018-03-09 10:36:58:806
-0.2922,7.4389,6.7013,-0.09,7.2022,6.6551,-0.4109,0.0683,0.3727,0.0973,-0.0323,0.014,38.1465,-7.8,-48,-27.15,146.65,-47.18,1.1,2,1003.04,58.572,35.77284,-78.67794,241.94,NaN,,0,219.35483,,20-May,450012,2018-03-09 10:36:59:307
-0.6275,7.1467,7.0701,-0.0915,7.1825,6.6764,-0.3452,0.1206,0.4848,-0.088,-0.0062,-0.052,38.0142,-9.6,-48.3,-26.25,143.06,-47.05,0.46,2,1003.05,56.405,35.77284,-78.67794,241.94,NaN,,0,219.35483,,20-May,450512,2018-03-09 10:36:59:807
